Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
Mean ICVF in inferior cerebellar peduncle on FA skeleton (right),25354,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.90435782155936,0.00460940663263468,,,continuous-25354-both_sexes--irnt
Zolmitriptan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,351,394432,0.90449489332937,0.0329955121087447,,,categorical-20003-both_sexes-1141150620-
"M88 Paget's disease of bone [osteitis deformans]",131978,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,339,394502,0.904598698685609,-0.0330633091410274,,,icd_first_occurrence-131978-both_sexes--
N42 Other disorders of prostate,132076,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2330,178898,0.904655280417296,0.0126171316902405,,,icd_first_occurrence-132076-both_sexes--
E42.3 Temporary tracheostomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,211,394630,0.904816050798525,-0.0421791686010238,,,categorical-41200-both_sexes-E423-
C79.2 Vitrectomy using pars plana approach,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2645,392196,0.904949253724965,0.0117390038043805,,,categorical-41200-both_sexes-C792-
Vitamin d product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1049,393734,0.904967467245991,-0.0187024953211848,,,categorical-20003-both_sexes-1140870954-
Mean MD in splenium of corpus callosum on FA skeleton,25108,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.90512241379828,-0.00449977582329006,,,continuous-25108-both_sexes--irnt
Weighted-mean L2 in tract superior longitudinal fasciculus (right),25618,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.905376253569324,-0.00457275223327057,,,continuous-25618-both_sexes--irnt
Volume of grey matter in Intracalcarine Cortex (right),25829,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.905479735148943,-0.00429943894076948,,,continuous-25829-both_sexes--irnt
Q01.3 Excision of lesion of cervix uteri,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,583,213030,0.905807002847402,0.0245141106502334,,,categorical-41210-both_sexes-Q013-
A65.1 Carpal tunnel release,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8858,385983,0.906229784348089,0.00626347347140642,,,categorical-41200-both_sexes-A651-
M51 Other intervertebral disk disorders,131924,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,18228,376613,0.906388159486547,-0.00442015355667927,,,icd_first_occurrence-131924-both_sexes--
D02.1 Excision of lesion of external ear,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1574,393267,0.906631794831547,0.015056566612878,,,categorical-41200-both_sexes-D021-
Frequency of difficulty controlling worry during worst period of anxiety,20537,continuous,,Online follow-up > Mental health > Anxiety,,39226,,0.906898070658682,0.00211235927096804,,,continuous-20537-both_sexes--
N62 Hypertrophy of breast,132100,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1617,393224,0.907044751849597,-0.014765588512857,,,icd_first_occurrence-132100-both_sexes--
Volume of grey matter in Ventral Striatum (right),25891,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.907062017359289,0.0039961292444283,,,continuous-25891-both_sexes--irnt
Mean FA in tapetum on FA skeleton (right),25102,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.907571352085736,-0.00444302610728944,,,continuous-25102-both_sexes--irnt
Z35.9 Cerebral artery NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,176,394665,0.907588496475915,0.0451494079611491,,,categorical-41210-both_sexes-Z359-
"E49.5 Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract",41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,347,394494,0.907593607277335,-0.0321662623257306,,,categorical-41200-both_sexes-E495-
M77.9 Unspecified diagnostic endoscopic examination of urethra,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,237,394604,0.907628029049393,0.0378768076654874,,,categorical-41200-both_sexes-M779-
Weighted-mean L3 in tract forceps minor,25634,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.907669385028741,0.00446584709512525,,,continuous-25634-both_sexes--irnt
Z89.5 Thumb NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1128,393713,0.907897354693081,0.016883980689348,,,categorical-41210-both_sexes-Z895-
Quinine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2635,392148,0.908430809494759,-0.0113733595010644,,,categorical-20003-both_sexes-1140874420-
Cardicor 1.25mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,347,394436,0.908593837324877,0.0312767941892856,,,categorical-20003-both_sexes-1141171152-
H44.4 Examination of rectum under anaesthetic,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,703,394138,0.908685525915042,-0.0220194625988382,,,categorical-41200-both_sexes-H444-
Met minutes moderate,Met_minutes_moderate,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity > MET Scores,,320034,,0.908971153567344,0.0010192871651068,,,continuous-Met_minutes_moderate-both_sexes--custom
Z83.5 Distal interphalangeal joint of finger,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,588,394253,0.909384751695965,-0.0236874743797255,,,categorical-41210-both_sexes-Z835-
"Meniere's disease",20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1145,393638,0.90946446180472,-0.0171836524874147,,,categorical-20002-both_sexes-1421-
V33.1 Primary laminectomy excision of lumbar intervertebral disc,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,248,394593,0.909578812005918,0.0369724913976526,,,categorical-41200-both_sexes-V331-
Mean FA in posterior corona radiata on FA skeleton (right),25082,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.909849839990246,-0.00451032791810768,,,continuous-25082-both_sexes--irnt
O69 Labour and delivery complicated by umbilical cord complications,132262,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,616,212997,0.910152210332671,-0.0235937979269466,,,icd_first_occurrence-132262-both_sexes--
Movicol oral powder,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1222,393561,0.910251730558125,0.0163655925528923,,,categorical-20003-both_sexes-1140925800-
Mean L1 in superior longitudinal fasciculus on FA skeleton (right),25240,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.91064537513627,-0.00433063538349449,,,continuous-25240-both_sexes--irnt
Y50.2 Laparotomy approach NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,373,394468,0.911235914131401,0.0295586678791699,,,categorical-41210-both_sexes-Y502-
Mean ICVF in uncinate fasciculus on FA skeleton (right),25388,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.912026132237344,-0.00432074326891027,,,continuous-25388-both_sexes--irnt
Sulfasalazine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,748,394035,0.912085783019398,-0.0204511777831865,,,categorical-20003-both_sexes-1140909702-
Epanutin 25mg capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,271,394512,0.912349568798877,0.0339361320689033,,,categorical-20003-both_sexes-1140872112-
M70.3 Rectal needle biopsy of prostate,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5556,175672,0.912859518933059,0.00750896480232118,,,categorical-41200-both_sexes-M703-
Terbinafine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,769,394014,0.91299857570691,0.0200397664649981,,,categorical-20003-both_sexes-1140927328-
"M53 Other dorsopathies, not elsewhere classified",131926,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,4967,389874,0.913000106947959,-0.00790400701075556,,,icd_first_occurrence-131926-both_sexes--
Ventricular rate,12336,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,21281,,0.913089457789129,-0.00377470776887785,,,continuous-12336-both_sexes--irnt
Mean ICVF in external capsule on FA skeleton (right),25376,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.913378200978299,0.00412048621348505,,,continuous-25376-both_sexes--irnt
Z45.1 Cervix uteri,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,360,213253,0.913410165855744,0.0287361717352497,,,categorical-41210-both_sexes-Z451-
Weighted-mean L3 in tract parahippocampal part of cingulum (left),25629,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.914768862842933,-0.00416058057832376,,,continuous-25629-both_sexes--irnt
Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right),25386,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.914785909305486,-0.00383521850544777,,,continuous-25386-both_sexes--irnt
Other renal/kidney problem,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1677,393106,0.915099727972076,0.0131938362558943,,,categorical-20002-both_sexes-1405-
H50 Other strabismus,131204,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1884,392957,0.915104100838367,0.0116790341689091,,,icd_first_occurrence-131204-both_sexes--
Weighted-mean MO in tract acoustic radiation (left),25542,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.915119522180006,0.00419347719289077,,,continuous-25542-both_sexes--irnt
Indometacin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,271,394512,0.915288160216985,0.0328234201405992,,,categorical-20003-both_sexes-1140909936-
Lung removal/pneumonectomy/lobectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,672,394111,0.915975369903873,-0.021097316791292,,,categorical-20004-both_sexes-1444-
Mean L3 in posterior corona radiata on FA skeleton (left),25323,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.916918990409994,0.00388664265231808,,,continuous-25323-both_sexes--irnt
C81.2 Laser photocoagulation of retina for detachment,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,637,394204,0.917774969243564,0.0206849966682562,,,categorical-41210-both_sexes-C812-
X70.1 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 1,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,865,393976,0.917918391265262,0.0173982903135191,,,categorical-41200-both_sexes-X701-
WHRadjBMI female custom,WHRadjBMI_female_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,212912,,0.91808673818512,-0.00123093276463583,,,continuous-WHRadjBMI_female_custom-females--custom
Mean MO in tapetum on FA skeleton (right),25198,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.918258214803944,-0.00395093099683562,,,continuous-25198-both_sexes--irnt
Weighted-mean FA in tract forceps minor,25499,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.919013974864065,-0.00391667436553147,,,continuous-25499-both_sexes--irnt
J38.9 Unspecified endoscopic incision of sphincter of Oddi,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,295,394546,0.919149523241515,-0.0306035424363411,,,categorical-41200-both_sexes-J389-
I61 Intracerebral haemorrhage,131362,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1085,393756,0.919280605758529,-0.0162903163232717,,,icd_first_occurrence-131362-both_sexes--
H57 Other disorders of eye and adnexa,131216,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,5996,388845,0.919342864817937,0.00416204502185612,,,icd_first_occurrence-131216-both_sexes--
Mean L2 in body of corpus callosum on FA skeleton,25251,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.919731059870015,0.003839955695112,,,continuous-25251-both_sexes--irnt
A57.7 Injection of therapeutic substance around spinal nerve root,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1705,393136,0.919764754699082,0.0123839177698403,,,categorical-41200-both_sexes-A577-
Recent feelings of tiredness or low energy,20519,continuous,,Online follow-up > Mental health > Depression,,128044,,0.920014086871209,-0.00114400125170463,,,continuous-20519-both_sexes--
Z72.4 Carpal bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1026,393815,0.920083250696008,0.0159586257031564,,,categorical-41210-both_sexes-Z724-
Z38.1 Common iliac artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,241,394600,0.920468770630909,0.0324244026888158,,,categorical-41210-both_sexes-Z381-
